  #  |            identifier             |typ|     coord1 (ICRS,J2000/2000)      |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
-----|-----------------------------------|---|-----------------------------------|---------|---------|---------|---------|---------|---------------|----|----
5180 |OGLE LMC-CEP-897                   |cC*|076.3551890228542 -68.8665034536225|     ~   |18.79    |18.399   |     ~   |17.871   |~              |   3|   0
5181 |OGLE BLG-CEP-198                   |cC*|273.8129455136333 -15.2590151150461|     ~   |     ~   |     ~   |     ~   |14.596   |~              |   1|   0
5182 |OGLE GD-CEP-1060                   |cC*|233.1971925214100 -58.6494741086100|     ~   |     ~   |18.149   |     ~   |15.595   |~              |   5|   0
5183 |OGLE LMC-CEP-3949                  |cC*|080.9612151201100 -66.4551975143100|     ~   |     ~   |15.438   |15.198   |14.676   |~              |   7|   2
5184 |UCAC4 187-027288                   |cC*|138.2419023347754 -52.7052051138697|     ~   |     ~   |     ~   |15.045   |     ~   |~              |   1|   0
5185 |OGLE SMC-CEP-52                    |cC*|006.3606930826800 -73.8539475120400|     ~   |     ~   |16.909   |     ~   |16.302   |~              |   4|   0
5186 |OGLE SMC-CEP-930                   |cC*|011.7404770828700 -73.3639969777400|     ~   |17.044   |16.485   |     ~   |15.678   |~              |   5|   0
5187 |OGLE LMC-CEP-1197                  |cC*|077.8744121300300 -69.6357036977700|     ~   |     ~   |16.896   |     ~   |16.235   |~              |   5|   0
5188 |OGLE SMC-CEP-424                   |cC*|010.4578411773900 -73.2472918848600|     ~   |17.517   |16.904   |     ~   |16.065   |~              |   5|   0
5189 |OGLE SMC-CEP-4346                  |cC*|018.1550017336500 -71.4915592668500|     ~   |     ~   |16.045   |     ~   |15.491   |~              |   3|   0
5190 |[DHG2019] 313                      |cC*|241.18546 -50.79881                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5191 |SV* HV 12745                       |cC*|075.7189193376400 -71.7002961351300|     ~   |     ~   |14.371   |     ~   |13.592   |~              |   6|   0
5192 |HD 139966                          |cC*|235.8727691053200 -51.8436088841800|     ~   |9.48     |8.946    |8.92     |8.74     |F0IV           |  13|   0
5193 |OGLE SMC-CEP-2670                  |cC*|014.3299987775200 -73.0523622377500|     ~   |18.216   |17.726   |     ~   |17.038   |~              |   7|   0
5194 |OGLE SMC-CEP-1165                  |cC*|012.1171255756000 -73.2276183653000|     ~   |16.735   |15.952   |     ~   |14.858   |~              |  10|   0
5195 |OGLE SMC-CEP-500                   |cC*|010.750697 -73.344109              |     ~   |     ~   |17.355   |     ~   |16.821   |~              |   4|   0
5196 |Gaia DR3 4657120553418241920       |cC*|084.7072826239200 -70.5425955949300|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5197 |[DHG2019] 219                      |cC*|232.19388 -57.42447                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5198 |SV* HV 2711                        |cC*|084.2444787401200 -71.0926923854600|     ~   |     ~   |15.333   |     ~   |14.455   |~              |  11|   0
5199 |OGLE SMC-CEP-2638                  |cC*|014.2756967919100 -73.4883968563500|     ~   |     ~   |16.536   |     ~   |15.851   |~              |   4|   0
5200 |OGLE SMC-CEP-1834                  |cC*|013.0384548260300 -72.2008793417200|     ~   |     ~   |17.107   |     ~   |16.623   |~              |   4|   0
5201 |OGLE LMC-CEP-4262                  |cC*|085.0988465695300 -67.4413984043400|     ~   |     ~   |15.358   |     ~   |14.761   |~              |   4|   0
5202 |OGLE SMC-CEP-4000                  |cC*|016.9936397197400 -74.2264963640200|     ~   |     ~   |15.870   |     ~   |15.210   |~              |   5|   0
5203 |OGLE LMC-CEP-3188                  |cC*|086.8810350733000 -68.7907009675300|     ~   |     ~   |16.210   |     ~   |15.426   |~              |   6|   0
5204 |V* V554 Cyg                        |cC*|301.8383113667600 +40.1781072925200|     ~   |15.33    |     ~   |     ~   |     ~   |~              |  24|   0
5205 |OGLE LMC-CEP-55                    |cC*|071.1419626225800 -67.0726104960800|     ~   |     ~   |16.091   |     ~   |15.433   |~              |   9|   0
5206 |OGLE LMC-CEP-4167                  |cC*|083.7594159766900 -64.8789408875600|     ~   |     ~   |15.350   |     ~   |14.755   |~              |   4|   0
5207 |OGLE LMC-CEP-1847                  |cC*|080.9560205688750 -69.2257596756220|     ~   |     ~   |17.354   |     ~   |16.868   |~              |   7|   0
5208 |OGLE GD-CEP-275                    |cC*|131.4333495969000 -42.6209548264200|     ~   |     ~   |16.607   |     ~   |13.212   |~              |   4|   0
5209 |OGLE SMC-CEP-2306                  |cC*|013.7358247231713 -72.6278459161214|     ~   |17.577   |17.050   |     ~   |16.366   |~              |   6|   0
5210 |OGLE LMC-CEP-2099                  |cC*|082.1462400455400 -69.8565009091200|     ~   |15.36    |14.962   |14.47    |14.283   |~              |  16|   0
5211 |OGLE GD-CEP-1663                   |cC*|155.21492 -58.73433                |     ~   |     ~   |     ~   |     ~   |17.756   |~              |   1|   0
5212 |OGLE LMC-CEP-31                    |cC*|070.4369678402400 -69.1154236273600|     ~   |     ~   |15.149   |     ~   |14.423   |~              |   6|   0
5213 |OGLE SMC-CEP-4031                  |cC*|017.0769065472200 -72.6765858590800|     ~   |16.381   |15.956   |     ~   |15.391   |~              |   8|   0
5214 |ASASSN-V J071950.96-284728.1       |cC*|109.9624482579900 -28.7917436101500|     ~   |13.126   |12.582   |12.606   |11.902   |~              |   6|   0
5215 |OGLE LMC-CEP-1573                  |cC*|079.7804810835500 -69.3823376001600|     ~   |16.509   |15.874   |     ~   |15.197   |~              |  13|   0
5216 |[RFV2012] vn.3.3.173               |cC*|011.2823178032500 +41.8545493753700|     ~   |     ~   |     ~   |     ~   |19.388   |~              |   4|   0
5217 |OGLE SMC-CEP-4030                  |cC*|017.0750388197500 -73.8426640746900|     ~   |     ~   |16.587   |     ~   |15.885   |~              |   5|   0
5218 |[DHG2019] 647                      |cC*|260.26079 -37.77922                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5219 |V* XY Cas                          |cC*|012.4719338963500 +60.1273832830900|     ~   |11.00    |9.97     |     ~   |     ~   |G0Ib           | 120|   0
5220 |OGLE LMC-CEP-3608                  |cC*|076.9482795055100 -66.3779850295300|     ~   |     ~   |16.279   |     ~   |15.622   |~              |   3|   0
5221 |OGLE LMC-CEP-555                   |cC*|074.7513838407800 -68.0527643019000|     ~   |     ~   |15.704   |     ~   |15.128   |~              |   5|   0
5222 |OGLE SMC-CEP-2095                  |cC*|013.4224161334483 -72.0129763588028|     ~   |     ~   |18.837   |     ~   |18.406   |~              |   3|   0
5223 |OGLE GD-CEP-1073                   |cC*|235.0826228936400 -57.8076217368200|     ~   |     ~   |19.313   |     ~   |16.883   |~              |   4|   0
5224 |PSO J010.5109+40.8655              |cC*|010.5110437719400 +40.8654834598600|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5225 |OGLE LMC-CEP-859                   |cC*|076.1315804145800 -69.2136148404800|     ~   |15.95    |15.405   |15.09    |14.760   |~              |  10|   0
5226 |OGLE LMC-CEP-1308                  |cC*|078.5621843995600 -69.0387774184100|     ~   |     ~   |15.687   |     ~   |14.848   |~              |  14|   0
5227 |SV* HV 2835                        |cC*|086.6473400148300 -69.8277815480100|     ~   |     ~   |15.847   |     ~   |15.034   |~              |   8|   0
5228 |OGLE SMC-CEP-136                   |cC*|007.8207049104100 -74.2469493511900|     ~   |     ~   |17.970   |     ~   |17.577   |~              |   3|   0
5229 |OGLE GD-CEP-733                    |cC*|179.9011844542500 -63.8797066506900|     ~   |     ~   |     ~   |     ~   |16.177   |~              |   5|   0
5230 |OGLE LMC-CEP-1700                  |cC*|080.4184008357600 -70.0336981968300|     ~   |17.480   |16.804   |     ~   |15.929   |~              |  13|   0
5231 |OGLE LMC-CEP-3592                  |cC*|076.7558358623200 -66.1826296895900|     ~   |     ~   |15.947   |     ~   |15.296   |~              |   6|   0
5232 |[DHG2019] 1104                     |cC*|268.57162 -25.74758                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5233 |OGLE LMC-CEP-3523                  |cC*|075.4631274321200 -66.1316221450800|     ~   |     ~   |16.207   |     ~   |15.501   |~              |   7|   0
5234 |[DHG2019] 1130                     |cC*|268.94821 -24.55164                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5235 |[VRJ2006] M31V-J00450137+4154281   |cC*|011.2557137749700 +41.9078185887600|     ~   |21.629   |20.908   |     ~   |     ~   |~              |   4|   0
5236 |OGLE SMC-CEP-4449                  |cC*|018.6550573086600 -71.5001676786800|     ~   |     ~   |16.572   |     ~   |15.871   |~              |   5|   0
5237 |V* FT Sct                          |cC*|281.1590583185400 -04.4160908690700|     ~   |     ~   |     ~   |     ~   |11.261   |~              |  14|   0
5238 |PSO J011.3297+41.9050              |cC*|011.3296348880000 +41.9049535897700|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   2|   0
5239 |V* U Nor                           |cC*|235.5871607387900 -55.3119275961400|     ~   |10.68    |9.22     |     ~   |     ~   |F8Ib/II        | 153|   0
5240 |V* CD Cyg                          |cC*|301.1106718615499 +34.1122742776700|     ~   |9.35     |8.35     |     ~   |     ~   |F8-G5Iab-Ib    | 214|   0
5241 |SV* HV 2286                        |cC*|076.0098910530800 -68.3587707622100|     ~   |     ~   |15.246   |     ~   |14.462   |~              |  16|   0
5242 |OGLE GD-CEP-1245                   |cC*|282.3334316932600 -01.0902095318700|     ~   |     ~   |     ~   |     ~   |14.941   |~              |   5|   0
5243 |ASAS J180645-3040.5                |cC*|271.6864182289700 -30.6770850802300|     ~   |     ~   |14.068   |13.706   |12.272   |~              |   6|   0
5244 |OGLE LMC-CEP-4109                  |cC*|083.0242820945000 -72.1902158777200|     ~   |     ~   |16.195   |     ~   |15.423   |~              |   6|   0
5245 |OGLE GD-CEP-214                    |cC*|125.6492449804300 -34.4003195125400|     ~   |     ~   |14.665   |     ~   |13.483   |~              |  10|   0
5246 |ATO J109.4865-13.4264              |cC*|109.4865919076938 -13.4264441898225|     ~   |16.221   |15.348   |15.117   |14.32    |~              |   3|   0
5247 |PSO J009.9565+40.5335              |cC*|009.9564338689300 +40.5335397399700|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5248 |OGLE SMC-CEP-2102                  |cC*|013.4311251784000 -73.4422710015600|     ~   |18.150   |17.678   |     ~   |17.029   |~              |   7|   0
5249 |SV* HV 6067                        |cC*|087.5947568580200 -68.7632812711100|     ~   |     ~   |15.964   |     ~   |15.229   |~              |   9|   0
5250 |OGLE SMC-CEP-4767                  |cC*|015.3183892802500 -71.2116975295800|     ~   |     ~   |17.832   |     ~   |17.302   |~              |   2|   0
5251 |OGLE SMC-CEP-4230                  |cC*|017.7053994405200 -72.7927230829400|     ~   |     ~   |16.131   |     ~   |15.391   |~              |   6|   0
5252 |PSO J010.8862+41.8887              |cC*|010.88612553000 +41.88873680000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5253 |OGLE LMC-CEP-1511                  |cC*|079.4785312729400 -68.4231029973600|     ~   |     ~   |15.096   |     ~   |14.452   |~              |   6|   0
5254 |OGLE LMC-CEP-385                   |cC*|073.856268 -68.541496              |     ~   |     ~   |15.055   |     ~   |15.018   |~              |   7|   0
5255 |OGLE LMC-CEP-194                   |cC*|072.8426547522400 -70.5921456691600|     ~   |     ~   |16.214   |     ~   |15.444   |~              |  10|   0
5256 |ATO J263.4096-12.2863              |cC*|263.4096150815100 -12.2863471337600|     ~   |     ~   |     ~   |     ~   |13.654   |~              |   4|   0
5257 |OGLE LMC-CEP-3129                  |cC*|086.5002131822000 -70.7854167769800|     ~   |     ~   |16.240   |     ~   |15.479   |~              |  14|   0
5258 |OGLE SMC-CEP-1765                  |cC*|012.9791148120900 -73.3677904531800|     ~   |16.647   |16.085   |     ~   |15.291   |~              |  11|   0
5259 |D31 J004506.0+414259.8             |cC*|011.2753017300500 +41.7165663890800|     ~   |21.919   |20.996   |     ~   |     ~   |~              |   2|   0
5260 |[DHG2019] 305                      |cC*|239.96450 -53.02947                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5261 |2dFS 1791                          |cC*|015.8980110204100 -72.9523136526400|     ~   |     ~   |16.841   |     ~   |16.225   |F0             |   8|   0
5262 |OGLE SMC-CEP-1686                  |cC*|012.8587059212000 -72.8884449436500|     ~   |14.333   |13.606   |     ~   |12.666   |~              |  10|   0
5263 |[DHG2019] 586                      |cC*|258.54967 -38.90494                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5264 |OGLE SMC716.15.000095              |cC*|012.8201319236300 -68.9842971184900|     ~   |     ~   |18.265   |     ~   |17.718   |~              |   4|   0
5265 |OGLE SMC-CEP-682                   |cC*|011.1902121811900 -72.7568797127400|     ~   |18.129   |17.673   |     ~   |16.942   |~              |   7|   0
5266 |V* V447 Mon                        |cC*|101.0666545351500 +04.4983942780000|     ~   |     ~   |14.132   |     ~   |12.297   |F0             |  36|   0
5267 |BASW 463                           |cC*|010.2544148661500 +40.5984702448200|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   3|   0
5268 |OGLE LMC-CEP-2862                  |cC*|085.0984723311700 -70.4288740657200|     ~   |     ~   |16.249   |     ~   |15.503   |~              |  14|   0
5269 |PSO J009.7485+40.3978              |cC*|009.74853167000 +40.39786947000    |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5270 |OGLE SMC-CEP-3025                  |cC*|014.9171911978300 -73.3705935360900|     ~   |     ~   |15.575   |     ~   |14.777   |~              |   5|   0
5271 |[DHG2019] 394                      |cC*|248.19533 -49.23439                |     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5272 |SV* HV 12732                       |cC*|072.9775847768482 -66.0736456483787|     ~   |     ~   |15.227   |15.168   |14.453   |~              |   9|   0
5273 |ZTF J193134.12+221728.3            |cC*|292.8921834092837 +22.2911904412078|     ~   |     ~   |     ~   |     ~   |     ~   |~              |   1|   0
5274 |OGLE GD-CEP-816                    |cC*|190.2295511886700 -62.9352218329100|     ~   |     ~   |     ~   |     ~   |17.502   |~              |   4|   0
5275 |OGLE SMC-CEP-3646                  |cC*|016.1313129376100 -72.6192042759900|     ~   |17.715   |17.166   |     ~   |16.437   |~              |   7|   0
5276 |OGLE SMC-CEP-1325                  |cC*|012.3539240112100 -73.5455573489800|     ~   |17.320   |16.901   |     ~   |16.346   |~              |   7|   0
